Protein,True_Label,Predicted_Label,Confidence,Index,is_negative_control
YP_009268764,1.A.144,8.A.104,0.009348765932463024,201,False
ARE67728,1.A.145,8.A.104,0.010775210110274417,205,False
WP_296922191,1.A.147,1.A.147,0.009999805170093055,212,False
MEC4585074,1.A.147,1.A.147,0.010223355582278467,214,False
BBF24341,1.A.149,8.A.104,0.011856959139934066,218,False
A0C0A9,1.A.15,1.A.15,0.006344568917206181,220,False
A5K427,1.A.15,1.A.15,0.006318988801808653,221,False
M1V6H9,1.A.18,8.A.104,0.011855348751905262,226,False
I6NMH1,1.A.19,1.A.19,0.006236605983111976,229,True
Q12983,1.A.20,1.A.20,0.006300707598193227,232,False
Q16611,1.A.21,1.A.21,0.014198558753139712,239,True
Q92843,1.A.21,1.A.21,0.014005681553749072,241,True
XP_028455685,1.A.21,1.A.21,0.014217477009947936,247,True
XP_020790974,1.A.21,1.A.21,0.013942839234021256,251,True
P0A5K8,1.A.22,1.A.22,0.013638655362765926,256,False
P68805,1.A.22,2.A.16,0.007381227393194306,259,False
AUF82136,1.A.22,8.A.104,0.009224217252537484,267,False
Q5SMG8,1.A.26,1.A.26,0.01341020776234503,270,False
A2C579,1.A.26,1.A.26,0.013665178281668001,274,False
Q96GZ6,1.A.26,1.A.26,0.012945673416586685,278,False
Q53185,1.A.29,1.A.29,0.007286085706326415,282,False
Q814I5,1.A.29,1.A.29,0.007491007666997214,286,False
D8VNQ4,1.A.32,8.A.104,0.009921814101401747,288,False
P08107,1.A.33,1.A.33,0.006539138677381867,292,False
P11021,1.A.33,1.A.33,0.009160662908964784,294,False
Q96S66,1.A.36,1.A.36,0.00617638703612053,299,True
Q8I132,1.A.36,1.A.36,0.006275028808457161,304,True
XP_031566461,1.A.37,1.A.37,0.013537411088003274,313,False
Q3YBM2,1.A.37,1.A.37,0.01583992844654824,317,False
C3ZEE2,1.A.37,1.A.37,0.016067929051222785,320,False
E9AL43,1.A.38,1.A.38,0.008930507950182678,324,False
Q67392,1.A.39,8.A.104,0.008615874823398406,326,False
P05919,1.A.40,1.A.40,0.007822592285730505,329,False
B9V2W6,1.A.40,1.A.40,0.0061493638226681495,331,False
Q992I4,1.A.41,1.A.41,0.011502301318269919,335,False
PHT57019,1.A.41,1.A.41,0.010587228521582311,339,False
AJA39856,1.A.42,8.A.104,0.010479522504758358,348,False
Q7Y5E2,1.A.44,1.A.44,0.012202511954013931,350,False
Q8NFU0,1.A.46,1.A.46,0.02454278647204269,357,False
Q8N1M1,1.A.46,1.A.46,0.023556271887147606,358,False
Q9M2D2,1.A.46,1.A.46,0.02253101557537209,365,False
D8UGV3,1.A.46,1.A.46,0.02426193653653355,369,False
P54105,1.A.47,1.A.47,0.006477440474471389,371,False
Q9H313,1.A.48,1.A.48,0.008897559405892541,376,False
KRX54150,1.A.48,1.A.48,0.008852550493312896,380,False
YP_009113027,1.A.49,1.A.49,0.007263969311335542,385,False
Q9UGQ2,1.A.55,1.A.55,0.012425833287670576,386,False
Q5DFV8,1.A.55,1.A.55,0.01041270193704763,391,False
D8LWX8,1.A.55,1.A.55,0.012693551534360973,394,False
F1BYM0,1.A.57,8.A.104,0.009775588951646137,399,True
ARD25213,1.A.58,1.A.58,0.006414075641260206,405,True
P61825,1.A.59,1.A.59,0.00857965437224473,407,False
P12870,1.A.61,1.A.61,0.009619729098624193,411,False
P0C2R0,1.A.65,1.A.65,0.008149097441596562,412,True
H9AA36,1.A.65,1.A.65,0.008190971056801164,420,True
P81861,1.A.66,1.A.66,0.012201261431739833,421,False
Q8R3L0,1.A.67,1.A.67,0.01704186620980821,423,False
S7UHS8,1.A.67,1.A.67,0.01691109436749059,429,False
G4TKM5,1.A.67,1.A.67,0.01767707934244393,430,False
S9VKR5,1.A.67,1.A.67,0.015551303652360684,434,False
P04852,1.A.68,1.A.68,0.008406296671555596,438,False
P17677,1.A.71,8.A.104,0.009018747452395302,442,False
Q03709,1.A.73,8.A.104,0.009310634199132525,445,False
H3D9P2,1.A.74,1.A.74,0.007129358762688338,450,False
I3VPY1,1.A.81,1.A.81,0.007634575240226047,453,True
Q8BGA2,1.A.82,1.A.82,0.009338748474735535,457,True
E9FU04,1.A.82,1.A.82,0.008742545405021332,459,True
P03107,1.A.86,1.A.86,0.006686139527628387,464,False
P47114,1.A.88,1.A.88,0.01009096136801948,468,False
M3IMT4,1.A.88,1.A.88,0.00995279013886125,470,False
H9EJA1,1.A.89,1.A.89,0.006238669846584976,478,False
C6GHA9,1.A.89,1.A.89,0.006154179693177675,479,False
G8DP11,1.A.93,1.A.93,0.007852155328470337,485,True
F1JZT9,1.A.94,1.A.94,0.008388891215331207,490,True
E3PQI8,1.A.96,1.A.96,0.007374606218148765,493,False
Q89894,1.A.99,1.A.99,0.007719836864410469,495,True
B7V282,1.B.10,1.B.10,0.00971286361708167,500,True
B7V2E7,1.B.10,1.B.10,0.009635519568237536,501,True
H5WQY7,1.B.13,1.B.13,0.01643776700478797,509,True
A6Q1E2,1.B.13,1.B.13,0.015758376382834487,511,True
Q0VSL2,1.B.13,1.B.13,0.01737230713031867,513,True
P77076,1.B.15,1.B.15,0.00817561595294643,521,True
Q748R2,1.B.16,1.B.16,0.018238564967118495,527,True
Q1DEU2,1.B.16,1.B.16,0.02112534681808137,528,True
F8C5L7,1.B.16,1.B.16,0.019045180831998864,531,True
B0S9R9,1.B.16,1.B.16,0.02105347095132678,538,True
PXW68332,1.B.162,1.B.162,0.012006995759397423,549,False
WP_210247486,1.B.162,1.B.162,0.01135500198806367,550,False
WP_246122516,1.B.163,1.B.163,0.00897128859418951,558,False
WP_212021133,1.B.163,1.B.163,0.011526567268803536,560,False
Q9KH44,1.B.165,1.B.165,0.0106750259301849,568,False
AZE87434,1.B.165,1.B.165,0.01118797762603484,570,False
A5FN23,1.B.18,1.B.18,0.01644791973253359,581,True
K9TEU5,1.B.18,1.B.18,0.014002910537461681,583,True
B0RRH7,1.B.18,1.B.18,0.017852285217029303,585,True
A4LTL1,1.B.19,1.B.19,0.01091895154003275,589,True
A2CB33,1.B.19,1.B.19,0.01081837642171065,591,True
WP_012860170,1.B.21,1.B.21,0.00979397265368629,603,True
EEW1721302,1.B.21,8.A.104,0.009200453190227501,605,True
D0X4R0,1.B.21,1.B.21,0.013354021914374552,607,True
H0QY58,1.B.24,1.B.24,0.008107393640898705,611,True
Q0SC06,1.B.24,1.B.24,0.00832389008515714,614,True
I8STK0,1.B.26,1.B.26,0.007256410727886222,619,True
D7FG51,1.B.27,1.B.27,0.012629526654096515,630,False
Q8GDI6,1.B.27,1.B.27,0.015895789005052712,631,False
A0PAQ8,1.B.27,1.B.27,0.018313237319428792,633,False
Q7VHZ9,1.B.27,8.A.104,0.0089390349242072,634,False
Q0WMZ5,1.B.30,1.B.69,0.014254830860796321,638,True
M2X828,1.B.30,1.B.69,0.01434527837130712,642,True
Q7MR22,1.B.31,1.B.31,0.006182212819891481,644,True
E4VH40,1.B.31,1.B.31,0.006166792019853681,645,True
G7HYA1,1.B.34,1.B.34,0.022160404113194403,652,True
WP_047253868,1.B.34,1.B.34,0.013880369515471369,656,True
WP_123925997,1.B.34,1.B.34,0.02139995674446027,658,True
SIQ09903,1.B.34,1.B.34,0.021962453491337516,669,True
A3UR43,1.B.35,1.B.35,0.015810965946311067,672,True
D6DXH3,1.B.35,1.B.35,0.016277614579311248,674,True
P76773,1.B.35,1.B.35,0.016385196863575004,678,True
Q1Z3D7,1.B.35,1.B.35,0.016931717949331574,684,True
Q7BSC0,1.B.36,1.B.36,0.0073615092518609275,686,False
Q48546,1.B.37,1.B.37,0.007773479996400501,689,False
Q9A8R4,1.B.39,1.B.39,0.012214106427255912,698,True
V1E4I3,1.B.39,1.B.39,0.012268025623540638,700,True
B0VUV8,1.B.39,8.A.104,0.01078901208448755,703,True
Q8NRS4,1.B.41,1.B.41,0.0064257911941370755,705,False
Q8FQT0,1.B.41,1.B.41,0.007529083908750109,708,False
Q8RSG0,1.B.49,1.B.49,0.009873471545340766,714,True
Q5QFE8,1.B.49,1.B.49,0.00999794977354028,715,True
P05695,1.B.5,1.B.16,0.0189958893803512,719,True
Q7UTK7,1.B.5,1.B.16,0.02103373439294866,721,True
Q7UZ45,1.B.5,1.B.16,0.020458374437052906,728,True
D3SLU1,1.B.5,1.B.16,0.018769664894930493,735,True
C8VYW2,1.B.50,1.B.50,0.0068540831880142174,738,False
Q44881,1.B.51,1.B.51,0.011862775591300194,741,False
B8F2P1,1.B.52,1.B.52,0.009356675686935337,743,False
P03663,1.B.53,1.B.53,0.008242389585626108,746,False
E8RCF8,1.B.60,1.B.60,0.011599883529392539,749,True
Q2IPL5,1.B.60,1.B.60,0.011285653662279961,754,True
Q1DFS2,1.B.61,8.A.104,0.010036046323044999,763,True
Q72DY0,1.B.61,1.B.61,0.0060565240689914625,764,True
B3EDW4,1.B.62,1.B.62,0.01324142379373541,765,True
Q07KZ2,1.B.62,1.B.62,0.013195093004639783,772,True
C0L0K3,1.B.63,1.B.63,0.006222188163542052,774,False
B2RL31,1.B.63,8.A.104,0.009288451017784338,779,False
E4ZB76,1.B.65,1.B.65,0.010294866099535095,786,False
F9EV82,1.B.65,1.B.65,0.011555167352257686,788,False
B1KQV8,1.B.68,1.B.68,0.006570278007855999,791,True
E9AYM1,1.B.69,1.B.69,0.014831744103896656,795,True
L8H2D6,1.B.69,1.B.69,0.012674834333384372,796,True
A0BTG7,1.B.69,1.B.69,0.01369929475171635,800,True
P95467,1.B.7,1.B.7,0.008079740915570512,808,True
P39767,1.B.7,1.B.7,0.006183248406884482,809,True
D5RG91,1.B.70,1.B.70,0.016216094335140804,817,True
B2FIM5,1.B.70,1.B.70,0.01667936723711402,820,True
Q2K0Q0,1.B.70,1.B.70,0.016551948658952473,827,True
Q21E86,1.B.73,1.B.73,0.006369786788271675,833,True
E4T302,1.B.73,1.B.73,0.006146353382606306,836,True
I0A8J9,1.B.75,1.B.75,0.011582144557901264,837,False
H6L3E7,1.B.75,8.A.104,0.009158875965450121,844,False
Q7U678,1.B.75,1.B.75,0.012444406463915285,846,False
G9EQG6,1.B.76,1.B.76,0.007773991831712337,851,False
P36649,1.B.76,8.A.104,0.009051171145818566,854,False
Q9RST8,1.B.77,1.B.77,0.015451217734145565,862,False
R1E3Q5,1.B.77,1.B.77,0.01678162748787974,867,False
W7TBY2,1.B.77,8.A.104,0.009153189821561407,868,False
A5G7L3,1.B.78,1.B.78,0.006415412695602912,873,True
L1L857,1.B.79,8.A.104,0.010306120223371918,875,False
L7WDA1,1.B.81,1.B.81,0.015177208109033532,876,True
L7W843,1.B.81,1.B.81,0.01520363726427984,886,True
WP_020562207,1.B.81,1.B.81,0.015205010242553595,889,True
F8GDI1,1.B.81,1.B.81,0.015192210386392185,891,True
Q9M903,1.B.82,1.B.82,0.008618168795072795,894,False
OGR70538,1.B.84,1.B.84,0.008800939272933858,903,False
NLW31479,1.B.84,8.A.104,0.009175976412611952,904,False
Q2Y889,1.B.85,1.B.85,0.0073133029111791545,908,False
S2XLX4,1.B.85,1.B.85,0.006358099651039915,909,False
CBA75730,1.B.92,1.B.92,0.010020240539887105,917,True
WP_132308094,1.B.92,1.B.92,0.00995831031018777,918,True
WP_133936143,1.B.95,1.B.95,0.013665084817401788,921,True
NBO10119,1.B.95,1.B.95,0.0256765565778221,931,True
WP_013181544,1.B.95,8.A.104,0.008930505297069574,932,True
WP_105313043,1.B.95,1.B.95,0.014623235310496464,937,True
T0RLN6,1.C.10,1.C.10,0.006357405865268535,940,False
OQR89906,1.C.10,8.A.104,0.010192569884608132,941,False
Q5DMU5,1.C.100,1.C.100,0.008613034964844673,946,False
NP_042687,1.C.101,8.A.104,0.010819281531259667,951,False
C6SS71,1.C.102,1.C.26,0.007562482394011567,954,True
XP_007676645,1.C.104,1.C.104,0.01981797154905894,957,True
PMD25525,1.C.104,1.C.104,0.015465964063131589,959,True
KIM99385,1.C.104,8.A.104,0.008883561857283756,962,True
B2LWZ0,1.C.106,1.C.106,0.006230143353018628,971,False
Q51449,1.C.106,1.C.106,0.006687081764593259,973,False
P81605,1.C.108,8.A.104,0.00902663239656223,975,False
H2NHK4,1.C.108,1.C.108,0.007552691884273033,976,False
Q06803,1.C.109,1.C.109,0.006273113013372431,981,False
Q0PAS9,1.C.109,1.C.109,0.006273288337036156,983,False
P55117,1.C.11,1.C.11,0.009975388449058051,987,True
P15377,1.C.11,1.C.11,0.009983765749457134,988,True
P04637,1.C.110,1.C.110,0.01113411912703704,996,False
O09049,1.C.111,1.C.111,0.011576877428064269,999,False
C3UZX8,1.C.111,1.C.111,0.012983997180630173,1004,False
E3TDI9,1.C.111,1.C.111,0.012728113199184507,1005,False
Q27J51,1.C.111,1.C.111,0.013162924263796292,1006,False
P54176,1.C.113,1.C.113,0.016020909701584412,1017,False
W7FB61,1.C.113,8.A.104,0.009172372861226389,1023,False
Q15546,1.C.113,1.C.113,0.016363663091587845,1029,False
P82818,1.C.114,1.C.114,0.006753809433315047,1032,False
P24492,1.C.115,1.C.115,0.006264931345847395,1037,False
U4UHJ7,1.C.115,8.A.104,0.009373877345079825,1038,False
O42717,1.C.119,1.C.119,0.007740326132106116,1043,True
P83467,1.C.119,8.A.104,0.009653980834026483,1044,True
P04347,1.C.121,8.A.104,0.012183715536102271,1050,False
Q56CZ9,1.C.122,8.A.104,0.009423511361183686,1052,False
C5J888,1.C.124,1.C.124,0.006400537149471869,1056,True
P82427,1.C.124,1.C.124,0.006331725462836768,1057,True
Q54318,1.C.126,1.C.126,0.00905476901034818,1059,True
AAZ49241,1.C.129,1.C.129,0.007983286755458148,1064,False
P14608,1.C.13,1.C.13,0.006289682049090453,1066,True
B7PSG2,1.C.13,1.C.13,0.006675014403154166,1070,True
P64453,1.C.130,1.C.130,0.007102685204497038,1072,False
CAA2615643,1.C.132,1.C.132,0.00631906999493464,1077,True
WP_168566867,1.C.132,1.C.132,0.006121878266038575,1082,True
WP_241450605,1.C.136,8.A.104,0.009366818277435868,1084,False
Q1ELT9,1.C.138,1.C.138,0.007122621511274713,1087,False
P19247,1.C.14,1.C.14,0.0067020343642035605,1091,True
WP_047703972,1.C.14,8.A.104,0.009322406081954098,1094,True
P01504,1.C.18,8.A.104,0.009824191695686234,1097,True
P28311,1.C.19,8.A.104,0.011096786746545734,1103,True
P82270,1.C.19,1.E.14,0.006350397136409288,1104,True
Q8KZL7,1.C.2,1.C.2,0.02256368283228665,1110,False
AWG87247,1.C.2,8.A.104,0.009016347440339655,1117,False
WP_132821133,1.C.2,1.C.2,0.027770639228701818,1118,False
P56955,1.C.2,1.C.2,0.0225276956658546,1125,False
P19578,1.C.20,8.A.104,0.009063513431299495,1132,False
WWQ01948,1.C.20,1.C.20,0.010131728151646322,1134,False
P29430,1.C.24,1.C.24,0.01666115803611254,1135,True
P35618,1.C.24,1.C.24,0.018665923685627858,1136,True
P38580,1.C.24,1.C.24,0.017811304315482068,1141,True
WP_080375718,1.C.24,1.C.24,0.016285016544580203,1150,True
WP_098856434,1.C.26,1.C.26,0.008227336570508205,1153,True
Q83TS1,1.C.31,1.C.31,0.00682913109864617,1156,True
P33046,1.C.33,1.C.33,0.01364028683801944,1159,False
P15175,1.C.33,1.C.33,0.010695595173919355,1161,False
Q61903,1.C.33,1.C.33,0.0127287175437096,1164,False
WP_133014295,1.C.37,1.C.37,0.014789740246454124,1174,False
WP_086461906,1.C.37,1.C.37,0.01525838448440792,1175,False
WP_142504358,1.C.37,1.C.37,0.015114481509184421,1181,False
A9S8W4,1.C.38,1.C.38,0.01146927388598398,1188,False
B9W5G6,1.C.38,1.C.38,0.018024915018091454,1189,False
Q5UCA8,1.C.38,1.C.38,0.017835937956438952,1197,False
P07845,1.C.38,1.C.38,0.017862405996774883,1198,False
P18428,1.C.40,1.C.40,0.009137329136773993,1201,False
P11597,1.C.40,1.C.40,0.00908738675566731,1207,False
Q46221,1.C.42,1.C.42,0.009990143305058074,1211,False
F8V2N8,1.C.42,1.C.42,0.010671264415674024,1212,False
P08943,1.C.44,8.A.104,0.008813109639285182,1216,False
Q78AW6,1.C.46,1.C.46,0.006853300174906704,1219,False
Q9BLJ3,1.C.47,1.C.47,0.018186719184069826,1226,True
P81610,1.C.47,1.C.47,0.009387443386410699,1227,True
I1T3C7,1.C.47,1.C.47,0.018181222880389203,1231,True
F6LCB3,1.C.47,8.A.104,0.008831915373470443,1237,True
P04156,1.C.48,1.C.48,0.007549343270731228,1240,False
P06881,1.C.49,8.A.104,0.008821284639720678,1244,False
Q02307,1.C.5,1.C.5,0.00602822457143551,1245,True
Q57028,1.C.5,1.C.5,0.0059576307098325836,1248,True
T2MFP9,1.C.50,8.A.104,0.012039724024878119,1255,True
Q07932,1.C.51,1.C.51,0.011862954999934443,1256,False
P69178,1.C.54,1.C.54,0.011862634045318652,1257,False
P0A3W8,1.C.55,1.C.55,0.011862796862969791,1258,False
P35674,1.C.56,1.C.56,0.00655757528962379,1259,True
O69194,1.C.61,8.A.104,0.009597481673901193,1263,False
L0CMD2,1.C.62,1.C.62,0.00758407329191368,1270,True
Q02989,1.C.63,1.C.63,0.00792328871010599,1272,True
Q9RLG7,1.C.64,1.C.64,0.01829507242585097,1274,False
EPU65115,1.C.64,1.C.64,0.01632365170951634,1276,False
EMB84096,1.C.64,1.C.64,0.015863369556219992,1277,False
Q8XPT2,1.C.65,1.C.65,0.006976076194118889,1289,True
P33432,1.C.66,1.C.66,0.012201131902847513,1293,False
C4M9N5,1.C.67,8.A.104,0.010024401740824796,1295,False
P83250,1.C.68,8.A.104,0.011167855997806213,1297,False
P00587,1.C.7,1.C.7,0.007653184190867642,1298,False
WP_062552397,1.C.70,1.C.70,0.006218557591175586,1306,True
Q04470,1.C.71,1.C.71,0.008622327846522525,1308,False
A5N971,1.C.71,1.C.71,0.008409001401683673,1310,False
P60305,1.C.74,1.C.74,0.008633320285307975,1315,True
P01382,1.C.74,1.C.74,0.00904813877380906,1321,True
WP_052259317,1.C.75,1.C.75,0.008361228984109651,1324,True
WP_002261253,1.C.75,1.C.75,0.01080013606123845,1326,True
P37840,1.C.77,1.C.77,0.008168568795596298,1331,False
A7IZR5,1.C.78,1.C.5,0.007193127708671552,1337,True
Q00496,1.C.8,1.C.8,0.01059499453786477,1340,False
B7LAC5,1.C.80,1.C.80,0.006416256529118209,1345,False
AYO99540,1.C.81,8.A.104,0.009131664916345419,1347,False
Q9NS71,1.C.81,1.C.81,0.012709808032867273,1354,False
Q9Y287,1.C.81,1.C.81,0.012622434094099508,1355,False
WP_078474522,1.C.82,1.C.82,0.009291204447966304,1359,False
Q9ZGP5,1.C.83,8.A.104,0.008732591926261588,1361,True
F9P995,1.C.84,8.A.104,0.010141938477316,1363,True
P01210,1.C.89,1.C.89,0.007879506752547314,1365,False
P55981,1.C.9,1.C.9,0.008224827665809531,1367,False
Q0SUX0,1.C.90,1.C.90,0.010886667223250551,1375,True
A5MY21,1.C.90,1.C.90,0.01025219725732828,1378,True
P04080,1.C.91,1.C.91,0.011862599068180775,1379,False
P02743,1.C.92,1.C.92,0.007317884660305881,1381,False
A4UVR2,1.C.93,1.C.93,0.012201175133649083,1383,False
WP_010524429,1.C.95,1.C.95,0.013838596713762735,1389,False
WP_105368002,1.C.95,1.C.95,0.013766034850874782,1392,False
WP_006059095,1.C.95,1.C.95,0.013835699268780546,1395,False
YP_009724396,1.C.99,1.C.99,0.008834850897735417,1400,False
AAX16199,1.C.99,1.C.99,0.008494455074267037,1402,False
XP_004616922,1.D.118,8.A.104,0.00932660062329296,1407,False
XP_045930465,1.D.194,1.D.194,0.007225603265248054,1411,False
WP_069068278,1.D.24,1.D.24,0.008978090947969971,1415,False
PKK88897,1.D.24,1.D.24,0.008772646852389807,1417,False
P27360,1.E.1,1.E.1,0.010030477999929923,1420,True
B1XBH4,1.E.1,1.E.1,0.010079525425211776,1423,True
C0LT20,1.E.10,1.E.10,0.005924729633166227,1430,True
C3WD05,1.E.14,1.E.14,0.02155496026232818,1435,False
E7UC95,1.E.14,1.E.14,0.022234034816157548,1441,False
C1CVJ8,1.E.14,1.E.14,0.021611989789868665,1443,False
C9RFW8,1.E.14,1.E.14,0.02173524110533206,1450,False
B6D7J1,1.E.16,1.E.10,0.006042700858771363,1454,True
Q44828,1.E.17,1.E.17,0.008631370147965708,1457,False
C0API8,1.E.17,1.E.17,0.008610019958134917,1459,False
Q9G047,1.E.18,1.E.18,0.012675168405888632,1466,False
F1TVG1,1.E.18,1.E.18,0.010472856960748995,1470,False
WP_298535700,1.E.18,8.A.104,0.009098733584461532,1476,False
Q9S583,1.E.20,1.E.20,0.0061872275032639965,1477,True
PIN93264,1.E.20,8.A.104,0.009339940799989961,1481,True
Q37975,1.E.21,1.E.21,0.006255029678284349,1487,True
B1S807,1.E.21,1.E.21,0.0061168532732279925,1488,True
P39603,1.E.23,1.E.23,0.007490659055803698,1489,False
I0JPG6,1.E.23,1.E.23,0.006247408703828093,1494,False
A2RJJ3,1.E.24,1.E.24,0.006050181578385612,1499,False
E7MNX8,1.E.24,1.E.24,0.006073617435296691,1501,False
Q5QF60,1.E.25,1.E.25,0.017443870024834753,1503,True
Q54418,1.E.25,1.E.25,0.016404050433710095,1509,True
WP_039294245,1.E.25,1.E.25,0.015139353152223698,1511,True
A8FGN0,1.E.27,1.E.27,0.008937929225401178,1516,False
J8N861,1.E.27,1.E.27,0.009480519087803315,1521,False
A3QSC5,1.E.29,1.E.29,0.017716160865871085,1524,True
D5T0T5,1.E.29,1.E.29,0.017138198176337632,1530,True
A5D089,1.E.29,1.E.29,0.01746113276226988,1533,True
G2HDC3,1.E.33,1.E.33,0.006077693276708352,1541,False
E5Y2I3,1.E.33,1.E.33,0.006261585186324322,1542,False
Q47424,1.E.4,1.E.4,0.006556615676802001,1546,True
Q03BM3,1.E.42,1.E.42,0.0060489393991780905,1552,False
QDX55601,1.E.42,1.E.42,0.00641430175715269,1556,False
WP_081276159,1.E.44,1.E.44,0.008848883044807635,1559,False
W7Wfe7,1.E.50,1.E.50,0.009467677704853518,1562,True
D4L5L5,1.E.52,8.A.104,0.010484669356860548,1564,False
C4FBP7,1.E.52,8.A.104,0.01219372709076594,1565,False
P37305,1.E.53,1.E.53,0.012650674309118953,1570,False
P13970,1.E.53,8.A.104,0.0091403608038166,1579,False
E9U5S4,1.E.53,1.E.53,0.009516939909823554,1580,False
K7PKN9,1.E.56,1.E.56,0.013658986761164511,1583,False
H2BD74,1.E.56,1.E.56,0.013442787693249015,1587,False
C1DBL0,1.E.56,1.E.56,0.01333534820821265,1588,False
P03802,1.E.6,1.E.6,0.015874411894085946,1593,True
I7EWD2,1.E.6,1.E.6,0.015783746520223716,1601,True
YP_009798665,1.E.6,1.E.6,0.016084543162021927,1604,True
A9C1R0,1.E.6,1.E.6,0.01658305418727229,1607,True
WP_080520514,1.E.61,1.E.61,0.009227753970576244,1612,False
QDH50315,1.E.62,1.E.62,0.009565959846698259,1613,False
TEB06505,1.E.62,1.E.62,0.009173078793822273,1617,False
WP_022583979,1.E.65,8.A.104,0.009294277908807347,1623,False
WP_221178964,1.E.65,1.E.65,0.0079584695294534,1627,False
P51727,1.E.7,1.E.7,0.010790920632300569,1628,True
WP_077419983,1.E.7,1.E.7,0.010882030432380417,1631,True
WP_184711133,1.E.7,1.E.7,0.011748542517019818,1636,True
MDI6753459,1.E.71,1.E.71,0.006255006082014464,1643,False
P06808,1.E.8,1.E.8,0.006426659273004176,1644,False
AZU98589,1.E.8,1.E.8,0.007509099982591377,1649,False
P08986,1.E.9,1.E.9,0.01376251135336963,1650,False
C0BVR9,1.E.9,1.E.9,0.013261590961802088,1653,False
Q8KCM5,1.E.9,1.E.9,0.013497227982348125,1660,False
Q84097,1.G.1,1.G.1,0.006348577566957839,1663,True
Q8JN88,1.G.1,1.G.1,0.006371588254237803,1665,True
Q05320,1.G.12,1.G.12,0.007189660339414111,1671,True
BAS18865,1.G.14,1.G.14,0.00802148400041919,1675,True
H6SW53,1.G.15,1.G.15,0.006977731224635765,1679,False
P04578,1.G.16,1.G.16,0.008366647515804109,1683,False
P25190,1.G.18,1.G.18,0.00656508351844979,1685,False
AGP04934,1.G.18,1.G.18,0.006513781548165436,1688,False
P03420,1.G.2,1.G.2,0.011983406743124413,1693,False
Q9QEW7,1.G.2,1.G.2,0.011925835021307488,1695,False
P08668,1.G.20,1.G.20,0.006268455341691394,1701,False
