Protein,True_Subfamily,Predicted_Subfamily,Confidence,Index,is_negative_control
ATP66790,1.A.65.1,1.C.111.1,0.0008873203222486026,419,False
H9AA36,1.A.65.1,1.C.111.1,0.0008873203222486026,420,False
P81861,1.A.66.1,1.C.111.1,0.0008873203222486026,421,False
G4TKM5,1.A.67.1,1.C.111.1,0.0008873203222486026,430,False
KAI8073366,1.A.67.1,1.C.111.1,0.0008873203222486026,431,False
S9VKR5,1.A.67.2,1.C.111.1,0.0008873203222486026,434,False
XP_034420108,1.A.67.3,1.C.111.1,0.0008873203222486026,437,False
O36632,1.A.68.1,1.C.111.1,0.0008873203222486026,440,False
P80723,1.A.71.1,1.C.111.1,0.0008873203222486026,441,False
P17677,1.A.71.2,1.C.111.1,0.0008873203222486026,442,False
Q03709,1.A.73.1,1.C.111.1,0.0008873203222486026,445,False
Q9BVC6,1.A.74.1,1.C.111.1,0.0008873203222486026,447,False
Q8WY22,1.A.74.2,1.C.111.1,0.0008873203222486026,449,False
H3D9P2,1.A.74.3,1.C.111.1,0.0008873203222486026,450,False
P38224,1.A.81.1,1.C.111.1,0.0008873203222486026,451,False
Q59WR6,1.A.81.2,1.C.111.1,0.0008873203222486026,452,False
I3VPY1,1.A.81.3,1.C.111.1,0.0008873203222486026,453,False
TGO16390,1.A.81.4,1.C.111.1,0.0008873203222486026,455,False
Q7Z7J7,1.A.82.1,1.C.111.1,0.0008873203222486026,462,False
CAF0733683,1.A.82.1,1.C.111.1,0.0008873203222486026,463,False
CRH77963,1.A.86.1,1.C.111.1,0.0008873203222486026,467,False
I2K324,1.A.88.1,1.C.111.1,0.0008873203222486026,475,False
G8YEP6,1.A.88.1,1.C.111.1,0.0008873203222486026,476,False
ANA96049,1.A.89.1,1.C.111.1,0.0008873203222486026,481,False
ADX59459,1.A.89.1,1.C.111.1,0.0008873203222486026,482,False
U5NGR3,1.A.93.1,1.C.111.1,0.0008873203222486026,486,False
E1AA99,1.A.93.2,1.C.111.1,0.0008873203222486026,487,False
UKG23804,1.A.94.1,1.C.111.1,0.0008873203222486026,491,False
L0N2B4,1.A.96.1,1.C.111.1,0.0008873203222486026,494,False
B2BW34,1.A.99.1,1.C.111.1,0.0008873203222486026,497,False
P0A927,1.B.10.1,1.C.111.1,0.0008873203222486026,498,False
W3VB60,1.B.10.2,1.C.111.1,0.0008873203222486026,503,False
D5EHS6,1.B.10.2,1.C.111.1,0.0008873203222486026,504,False
H8JS16,1.B.10.3,1.C.111.1,0.0008873203222486026,506,False
E9Z1V5,1.B.13.1,1.C.111.1,0.0008873203222486026,512,False
Q0VSL2,1.B.13.1,1.C.111.1,0.0008873203222486026,513,False
I4B356,1.B.13.2,1.C.111.1,0.0008873203222486026,515,False
J4K5X9,1.B.13.3,1.C.111.1,0.0008873203222486026,520,False
A1T0X2,1.B.15.1,1.C.111.1,0.0008873203222486026,525,False
C1ADV7,1.B.16.1,1.C.111.1,0.0008873203222486026,534,False
D8PFV8,1.B.16.1,1.C.111.1,0.0008873203222486026,535,False
F8C3X3,1.B.16.1,1.C.111.1,0.0008873203222486026,536,False
D8PHW0,1.B.16.2,1.C.111.1,0.0008873203222486026,543,False
Q7UGJ0,1.B.16.2,1.C.111.1,0.0008873203222486026,544,False
WP_152053851,1.B.162.1,1.C.111.1,0.0008873203222486026,553,False
WP_160129378,1.B.162.1,1.C.111.1,0.0008873203222486026,554,False
M2YRU5,1.B.163.1,1.C.111.1,0.0008873203222486026,562,False
A0QP93,1.B.163.1,1.C.111.1,0.0008873203222486026,563,False
WP_231666935,1.B.165.1,1.C.111.1,0.0008873203222486026,571,False
I1SBC9,1.B.165.1,1.C.111.1,0.0008873203222486026,572,False
Q03961,1.B.18.1,1.C.111.1,0.0008873203222486026,574,False
P22236,1.B.18.2,1.C.111.1,0.0008873203222486026,578,False
P0A932,1.B.18.3,1.C.111.1,0.0008873203222486026,586,False
Q1CVQ0,1.B.18.3,1.C.111.1,0.0008873203222486026,587,False
C1F9P1,1.B.19.1,1.C.111.1,0.0008873203222486026,595,False
H8FL42,1.B.19.1,1.C.111.1,0.0008873203222486026,596,False
WP_024910978,1.B.21.1,1.C.111.1,0.0008873203222486026,600,False
EEW1721302,1.B.21.2,1.C.111.1,0.0008873203222486026,605,False
B8K3G3,1.B.21.3,1.C.111.1,0.0008873203222486026,608,False
Q0SBX7,1.B.24.1,1.C.111.1,0.0008873203222486026,615,False
Q0RYN1,1.B.24.1,1.C.111.1,0.0008873203222486026,616,False
K5RXM5,1.B.26.1,1.C.111.1,0.0008873203222486026,618,False
H2IWN4,1.B.26.2,1.C.111.1,0.0008873203222486026,620,False
Q8GDI6,1.B.27.1,1.C.111.1,0.0008873203222486026,631,False
Q9S3I7,1.B.27.1,1.C.111.1,0.0008873203222486026,632,False
A0PAQ8,1.B.27.1,1.C.111.1,0.0008873203222486026,633,False
R4Q7V2,1.B.27.2,1.C.111.1,0.0008873203222486026,636,False
Q0WMZ5,1.B.30.1,1.C.111.1,0.0008873203222486026,638,False
Q9LZH8,1.B.30.2,1.C.111.1,0.0008873203222486026,639,False
B8BRM2,1.B.30.3,1.C.111.1,0.0008873203222486026,640,False
K4D2B1,1.B.30.4,1.C.111.1,0.0008873203222486026,641,False
M2X828,1.B.30.5,1.C.111.1,0.0008873203222486026,642,False
B9D0I1,1.B.31.1,1.C.111.1,0.0008873203222486026,648,False
B9KFF7,1.B.31.1,1.C.111.1,0.0008873203222486026,649,False
SES17047,1.B.34.1,1.C.111.1,0.0008873203222486026,657,False
WP_123925997,1.B.34.1,1.C.111.1,0.0008873203222486026,658,False
AEX77393,1.B.34.2,1.C.111.1,0.0008873203222486026,661,False
SQI24628,1.B.34.3,1.C.111.1,0.0008873203222486026,666,False
SIQ09903,1.B.34.4,1.C.111.1,0.0008873203222486026,669,False
L0MIX9,1.B.35.1,1.C.111.1,0.0008873203222486026,675,False
A6TDJ4,1.B.35.1,1.C.111.1,0.0008873203222486026,676,False
KPL05111,1.B.35.2,1.C.111.1,0.0008873203222486026,680,False
M4U9K6,1.B.35.3,1.C.111.1,0.0008873203222486026,682,False
C9QGR6,1.B.35.4,1.C.111.1,0.0008873203222486026,685,False
F0RWP8,1.B.36.1,1.C.111.1,0.0008873203222486026,688,False
H2CJW4,1.B.37.1,1.C.111.1,0.0008873203222486026,690,False
D0LRV8,1.B.37.2,1.C.111.1,0.0008873203222486026,691,False
Q9A8E5,1.B.39.1,1.C.111.1,0.0008873203222486026,699,False
V1E4I3,1.B.39.1,1.C.111.1,0.0008873203222486026,700,False
B9M7K9,1.B.39.2,1.C.111.1,0.0008873203222486026,702,False
B0VUV8,1.B.39.3,1.C.111.1,0.0008873203222486026,703,False
Q8FQT0,1.B.41.1,1.C.111.1,0.0008873203222486026,708,False
C0XRQ2,1.B.41.1,1.C.111.1,0.0008873203222486026,709,False
Q6GZ99,1.B.49.1,1.C.111.1,0.0008873203222486026,717,False
Q8G8H4,1.B.49.1,1.C.111.1,0.0008873203222486026,718,False
Q2S4D9,1.B.5.1,1.C.111.1,0.0008873203222486026,731,False
G6XK71,1.B.5.1,1.C.111.1,0.0008873203222486026,732,False
F5SXN1,1.B.5.1,1.C.111.1,0.0008873203222486026,733,False
D3SLU1,1.B.5.2,1.C.111.1,0.0008873203222486026,735,False
D4U1N3,1.B.50.1,1.C.111.1,0.0008873203222486026,737,False
S0EUI6,1.B.50.2,1.C.111.1,0.0008873203222486026,740,False
Q44881,1.B.51.1,1.C.111.1,0.0008873203222486026,741,False
B8F2P1,1.B.52.1,1.C.111.1,0.0008873203222486026,743,False
A7ZLV9,1.B.53.1,1.C.111.1,0.0008873203222486026,747,False
D0LXF9,1.B.60.1,1.C.111.1,0.0008873203222486026,756,False
Q6MQH3,1.B.60.1,1.C.111.1,0.0008873203222486026,757,False
Q1DFS2,1.B.61.1,1.C.111.1,0.0008873203222486026,763,False
Q72DY0,1.B.61.1,1.C.111.1,0.0008873203222486026,764,False
Q07KZ2,1.B.62.1,1.C.111.1,0.0008873203222486026,772,False
A6DTR9,1.B.62.1,1.C.111.1,0.0008873203222486026,773,False
D2QNK6,1.B.63.1,1.C.111.1,0.0008873203222486026,778,False
B2RL31,1.B.63.1,1.C.111.1,0.0008873203222486026,779,False
F9EV82,1.B.65.1,1.C.111.1,0.0008873203222486026,788,False
I3DIB8,1.B.65.1,1.C.111.1,0.0008873203222486026,789,False
F6D908,1.B.68.1,1.C.111.1,0.0008873203222486026,793,False
A0BTG7,1.B.69.1,1.C.111.1,0.0008873203222486026,800,False
Q4PEM6,1.B.69.1,1.C.111.1,0.0008873203222486026,801,False
Q6GQ39,1.B.69.2,1.C.111.1,0.0008873203222486026,806,False
A4WXA3,1.B.7.1,1.C.111.1,0.0008873203222486026,813,False
Q5HB83,1.B.7.1,1.C.111.1,0.0008873203222486026,814,False
Q2K0Q0,1.B.70.1,1.C.111.1,0.0008873203222486026,827,False
Q9L7A9,1.B.70.1,1.C.111.1,0.0008873203222486026,828,False
Q44665,1.B.70.1,1.C.111.1,0.0008873203222486026,829,False
L0G408,1.B.73.1,1.C.111.1,0.0008873203222486026,834,False
E4T302,1.B.73.2,1.C.111.1,0.0008873203222486026,836,False
C6XPW9,1.B.75.1,1.C.111.1,0.0008873203222486026,842,False
Q1CZE8,1.B.75.1,1.C.111.1,0.0008873203222486026,843,False
F8CR23,1.B.75.2,1.C.111.1,0.0008873203222486026,845,False
Q7VAD5,1.B.75.3,1.C.111.1,0.0008873203222486026,847,False
Q4KCN5,1.B.76.1,1.C.111.1,0.0008873203222486026,853,False
P36649,1.B.76.1,1.C.111.1,0.0008873203222486026,854,False
R7QJ14,1.B.77.1,1.C.111.1,0.0008873203222486026,863,False
F4H7F7,1.B.77.1,1.C.111.1,0.0008873203222486026,864,False
W7TBY2,1.B.77.2,1.C.111.1,0.0008873203222486026,868,False
A5G7L3,1.B.78.1,1.C.111.1,0.0008873203222486026,873,False
L1L857,1.B.79.1,1.C.111.1,0.0008873203222486026,875,False
F2IHT4,1.B.81.1,1.C.111.1,0.0008873203222486026,888,False
WP_020562207,1.B.81.1,1.C.111.1,0.0008873203222486026,889,False
W0A8H9,1.B.81.1,1.C.111.1,0.0008873203222486026,890,False
F8GDI1,1.B.81.1,1.C.111.1,0.0008873203222486026,891,False
WP_054039809,1.B.81.2,1.C.111.1,0.0008873203222486026,893,False
A5C9I8,1.B.82.1,1.C.111.1,0.0008873203222486026,896,False
OGR70538,1.B.84.1,1.C.111.1,0.0008873203222486026,903,False
NLW31479,1.B.84.1,1.C.111.1,0.0008873203222486026,904,False
S2XLX4,1.B.85.1,1.C.111.1,0.0008873203222486026,909,False
WP_094626014,1.B.85.1,1.C.111.1,0.0008873203222486026,910,False
CBA75730,1.B.92.1,1.C.111.1,0.0008873203222486026,917,False
WP_132308094,1.B.92.1,1.C.111.1,0.0008873203222486026,918,False
WP_101656401,1.B.92.2,1.C.111.1,0.0008873203222486026,919,False
WP_052632100,1.B.95.1,1.C.111.1,0.0008873203222486026,922,False
Q63IQ6,1.B.95.2,1.C.111.1,0.0008873203222486026,925,False
WP_104228733,1.B.95.3,1.C.111.1,0.0008873203222486026,930,False
NBO10119,1.B.95.3,1.C.111.1,0.0008873203222486026,931,False
WP_068467660,1.B.95.4,1.C.111.1,0.0008873203222486026,934,False
WP_105313043,1.B.95.5,1.C.111.1,0.0008873203222486026,937,False
T0PS78,1.C.10.1,1.C.111.1,0.0008873203222486026,939,False
XP_008608581,1.C.10.2,1.C.111.1,0.0008873203222486026,942,False
B3MQ48,1.C.10.3,1.C.111.1,0.0008873203222486026,944,False
EKF9241902,1.C.100.1,1.C.111.1,0.0008873203222486026,947,False
AZY88389,1.C.101.1,1.C.111.1,0.0008873203222486026,952,False
C6SS71,1.C.102.1,1.C.111.1,0.0008873203222486026,954,False
POR31694,1.C.104.1,1.C.111.1,0.0008873203222486026,960,False
XP_016642337,1.C.104.1,1.C.111.1,0.0008873203222486026,961,False
XP_008081830,1.C.104.2,1.C.111.1,0.0008873203222486026,966,False
XP_007925356,1.C.104.3,1.C.111.1,0.0008873203222486026,968,False
O06497,1.C.106.1,1.C.111.1,0.0008873203222486026,972,False
Q9I788,1.C.106.4,1.C.111.1,0.0008873203222486026,974,False
P81605,1.C.108.1,1.C.111.1,0.0008873203222486026,975,False
XP_014317300,1.C.108.2,1.C.111.1,0.0008873203222486026,979,False
Q6UXR3,1.C.108.3,1.C.111.1,0.0008873203222486026,980,False
J8IXD8,1.C.109.1,1.C.111.1,0.0008873203222486026,985,False
C7BYV0,1.C.109.1,1.C.111.1,0.0008873203222486026,986,False
A1YKW7,1.C.11.1,1.C.111.1,0.0008873203222486026,994,False
AEH33294,1.C.11.1,1.C.111.1,0.0008873203222486026,995,False
G3WS63,1.C.110.1,1.C.111.1,0.0008873203222486026,998,False
Q9H2X3,1.C.111.1,1.C.111.1,0.0008873203222486026,1013,False
Q5QGZ9,1.C.111.1,1.C.111.1,0.0008873203222486026,1014,False
P05451,1.C.111.1,1.C.111.1,0.0008873203222486026,1015,False
Q07108,1.C.111.1,1.C.111.1,0.0008873203222486026,1016,False
P67153,1.C.113.1,1.C.111.1,0.0008873203222486026,1026,False
Q86V24,1.C.113.1,1.C.111.1,0.0008873203222486026,1027,False
Q8TEZ7,1.C.113.1,1.C.111.1,0.0008873203222486026,1028,False
Q8IY49,1.C.113.2,1.C.111.1,0.0008873203222486026,1031,False
Q7YZB4,1.C.114.1,1.C.111.1,0.0008873203222486026,1036,False
K4PXJ9,1.C.115.1,1.C.111.1,0.0008873203222486026,1041,False
P45884,1.C.115.1,1.C.111.1,0.0008873203222486026,1042,False
E9EKK1,1.C.119.1,1.C.111.1,0.0008873203222486026,1047,False
M5N9T8,1.C.119.1,1.C.111.1,0.0008873203222486026,1048,False
P04347,1.C.121.1,1.C.111.1,0.0008873203222486026,1050,False
Q56CZ9,1.C.122.1,1.C.111.1,0.0008873203222486026,1052,False
P82427,1.C.124.1,1.C.111.1,0.0008873203222486026,1057,False
AEX09222,1.C.124.1,1.C.111.1,0.0008873203222486026,1058,False
AHN67314,1.C.126.1,1.C.111.1,0.0008873203222486026,1062,False
AAA32327,1.C.129.1,1.C.111.1,0.0008873203222486026,1065,False
B7PSG2,1.C.13.1,1.C.111.1,0.0008873203222486026,1070,False
J9HUA3,1.C.13.1,1.C.111.1,0.0008873203222486026,1071,False
WP_072053873,1.C.130.1,1.C.111.1,0.0008873203222486026,1075,False
XP_039042682,1.C.132.1,1.C.111.1,0.0008873203222486026,1081,False
WP_168566867,1.C.132.1,1.C.111.1,0.0008873203222486026,1082,False
WP_241450605,1.C.136.1,1.C.111.1,0.0008873203222486026,1084,False
Q1ELT9,1.C.138.1,1.C.111.1,0.0008873203222486026,1087,False
Q1ELU4,1.C.138.2,1.C.111.1,0.0008873203222486026,1088,False
WP_047703972,1.C.14.1,1.C.111.1,0.0008873203222486026,1094,False
D1J6Q5,1.C.14.1,1.C.111.1,0.0008873203222486026,1095,False
CAC42164,1.C.18.1,1.C.111.1,0.0008873203222486026,1098,False
P82270,1.C.19.1,1.C.111.1,0.0008873203222486026,1104,False
Q6EZF9,1.C.19.1,1.C.111.1,0.0008873203222486026,1105,False
AWG87247,1.C.2.1,1.C.111.1,0.0008873203222486026,1117,False
WP_132821133,1.C.2.1,1.C.111.1,0.0008873203222486026,1118,False
KAB2896819,1.C.2.1,1.C.111.1,0.0008873203222486026,1119,False
Q9ZIU5,1.C.2.2,1.C.111.1,0.0008873203222486026,1122,False
P56955,1.C.2.3,1.C.111.1,0.0008873203222486026,1125,False
P08136,1.C.20.1,1.C.111.1,0.0008873203222486026,1130,False
O68586,1.C.20.1,1.C.111.1,0.0008873203222486026,1131,False
WWQ01948,1.C.20.2,1.C.111.1,0.0008873203222486026,1134,False
P84962,1.C.24.1,1.C.111.1,0.0008873203222486026,1147,False
P83002,1.C.24.1,1.C.111.1,0.0008873203222486026,1148,False
Q6TGQ7,1.C.24.1,1.C.111.1,0.0008873203222486026,1149,False
WP_080375718,1.C.24.1,1.C.111.1,0.0008873203222486026,1150,False
WP_098856434,1.C.26.1,1.C.111.1,0.0008873203222486026,1153,False
Q83TS1,1.C.31.1,1.C.111.1,0.0008873203222486026,1156,False
A7GJP5,1.C.31.2,1.C.111.1,0.0008873203222486026,1157,False
P49913,1.C.33.1,1.C.111.1,0.0008873203222486026,1167,False
P54228,1.C.33.1,1.C.111.1,0.0008873203222486026,1168,False
ASN73764,1.C.33.1,1.C.111.1,0.0008873203222486026,1169,False
WP_121688872,1.C.37.1,1.C.111.1,0.0008873203222486026,1180,False
WP_142504358,1.C.37.1,1.C.111.1,0.0008873203222486026,1181,False
CRH85725,1.C.37.1,1.C.111.1,0.0008873203222486026,1182,False
XP_010767831,1.C.38.1,1.C.38.1,0.0008873203222486026,1196,False
Q5UCA8,1.C.38.1,1.C.38.1,0.0008873203222486026,1197,False
P07845,1.C.38.1,1.C.38.1,0.0008873203222486026,1198,False
P0DQV7,1.C.38.1,1.C.38.1,0.0008873203222486026,1199,False
C0RWX4,1.C.40.1,1.C.111.1,0.0008873203222486026,1206,False
P11597,1.C.40.1,1.C.111.1,0.0008873203222486026,1207,False
B5ABT1,1.C.40.2,1.C.111.1,0.0008873203222486026,1208,False
B2LWZ1,1.C.42.1,1.C.111.1,0.0008873203222486026,1213,False
O06498,1.C.42.1,1.C.111.1,0.0008873203222486026,1214,False
P08943,1.C.44.1,1.C.111.1,0.0008873203222486026,1216,False
Q9PW56,1.C.46.1,1.C.111.1,0.0008873203222486026,1218,False
P01160,1.C.46.2,1.C.111.1,0.0008873203222486026,1221,False
B7PQR1,1.C.47.1,1.C.111.1,0.0008873203222486026,1230,False
I1T3C7,1.C.47.1,1.C.111.1,0.0008873203222486026,1231,False
C3Z4F2,1.C.47.1,1.C.111.1,0.0008873203222486026,1232,False
Q53I06,1.C.47.2,1.C.111.1,0.0008873203222486026,1233,False
F6LCB3,1.C.47.3,1.C.111.1,0.0008873203222486026,1237,False
Q07A30,1.C.47.4,1.C.111.1,0.0008873203222486026,1238,False
Q9UKY0,1.C.48.1,1.C.111.1,0.0008873203222486026,1242,False
P06881,1.C.49.1,1.C.111.1,0.0008873203222486026,1244,False
NFF70739,1.C.5.1,1.C.111.1,0.0008873203222486026,1247,False
R7ZEE7,1.C.5.2,1.C.111.1,0.0008873203222486026,1250,False
